iter	RMSE
225	0.01026890265
226	0.01024623604
227	0.01022381167
228	0.01019122994
229	0.01015844281
230	0.01014267055
231	0.01011964229
232	0.01010618354
233	0.01009536242
234	0.01008347558
235	0.01005021518
236	0.01002018417
237	0.01000119006
238	0.009972811647
239	0.009939452458
240	0.009916990986
241	0.009900788484
242	0.009873027674
243	0.009847581616
244	0.009828587742
245	0.009820736227
246	0.009811217896
247	0.009793418078
248	0.009767387242
249	0.009741922788
250	0.009721208466
251	0.009703804788
252	0.009689569527
253	0.009664775713
254	0.009651198767
255	0.009648662083
256	0.009618789799
257	0.009599457114
258	0.009577833445
259	0.009569633384
260	0.009561839991
261	0.009546870796
262	0.009528789813
263	0.009506260961
264	0.009492545242
265	0.009471502271
266	0.009469388974
267	0.009437805688
268	0.009427555143
269	0.009414243971
270	0.00939166146
271	0.00937481476
272	0.009347099965
273	0.009329438204
274	0.009307335213
275	0.009301392767
276	0.009275405909
277	0.009272192235
278	0.009267777402
279	0.009261530791
280	0.009228897749
281	0.009219441273
282	0.009198849156
283	0.009184279083
284	0.009161542305
285	0.009138656575
286	0.009125753609
287	0.009123695105
288	0.009112274487
289	0.009086369208
290	0.009076727621
291	0.009068401318
292	0.009065583508
293	0.009055768669
294	0.009032446526
295	0.009021280758
296	0.008998438738
297	0.008965558926
298	0.00895922705
299	0.008951727151
300	0.008932031709
301	0.008909296058
302	0.008901199939
303	0.008890824149
304	0.00887771738
305	0.008858136021
306	0.008831458597
307	0.008814154904
308	0.008791475057
309	0.008771237611
310	0.008752305965
311	0.008738589433
312	0.008718452045
313	0.008700212714
314	0.008686511758
315	0.00868077283
316	0.008656171904
317	0.008645366546
318	0.008628141467
319	0.008612042866
320	0.008591180963
321	0.008571360573
322	0.008566606567
323	0.008555235752
324	0.008535930219
325	0.008508425167
326	0.0084717617
327	0.00846006715
328	0.008438811156
329	0.00842454408
330	0.008404770842
331	0.008395464125
332	0.008376151758
333	0.008361267224
334	0.008345262519
335	0.00833117187
336	0.008318253428
337	0.008298041619
338	0.008283833915
339	0.008275340652
340	0.008245928955
341	0.008242302396
342	0.008224767083
343	0.008217779464
344	0.00820995612
345	0.008199518879
346	0.00817707734
347	0.008161938736
348	0.008156245188
349	0.008138585093
350	0.008121617375
351	0.008097049457
352	0.008079005744
353	0.008074728138
354	0.008066263624
355	0.008059397551
356	0.008048887808
357	0.00803318662
358	0.008012473961
359	0.008003118999
360	0.007994622593
361	0.007989542359
362	0.007971926525
363	0.00796486378
364	0.00794450483
365	0.007924886278
366	0.00790515131
367	0.007888943209
368	0.007864437982
369	0.007858120631
370	0.007847845191
371	0.007834552875
372	0.007826774481
373	0.007818590205
374	0.00779917754
375	0.00779340515
376	0.007781782162
377	0.007761326601
378	0.007748481999
379	0.007720803243
380	0.007711097197
381	0.007707671967
382	0.007689169874
383	0.007665849003
384	0.007653238274
385	0.007646075037
386	0.007636509123
387	0.007616085888
388	0.007605123977
389	0.007592796915
390	0.007569816747
391	0.007562816442
392	0.007546035679
393	0.007531488604
394	0.007527450814
395	0.007521676184
396	0.007501503247
397	0.007498780705
398	0.007492414726
399	0.007478128078
400	0.007465481839
401	0.007453586487
402	0.007447050094
403	0.007433530543
404	0.007416876058
405	0.00741488629
406	0.007397071147
407	0.007378770407
408	0.007364873921
409	0.007340391567
410	0.00732885065
411	0.007321965397
412	0.007306752703
413	0.007290945041
414	0.007271563845
415	0.00726368131
416	0.00725340146
417	0.007242155315
418	0.007230332621
419	0.007208928828
420	0.00718966749
421	0.007188024198
422	0.007170823225
423	0.007143969802
424	0.007132529674
425	0.00712138279
426	0.007103824007
427	0.007084067728
428	0.007061844463
429	0.007044161679
430	0.007024814116
431	0.007017740565
432	0.007003754933
433	0.006989475685
434	0.00698341768
435	0.006963025782
436	0.006947739822
437	0.006931593677
438	0.006920139888
439	0.006903047108
440	0.006888356792
441	0.006871643949
442	0.006852015031
443	0.006834218037
444	0.00681941598
445	0.006805467045
446	0.006797066277
447	0.006787394375
448	0.006772903072
449	0.006769363078
450	0.006757051867
451	0.006744641984
452	0.006742556284
453	0.006735406164
454	0.006728079621
455	0.006709046963
456	0.006702260899
457	0.006697958978
458	0.006678752519
459	0.006658528695
460	0.00664441152
461	0.006634792354
462	0.006631535257
463	0.006607983369
464	0.006591618085
465	0.006571653781
466	0.006565660931
467	0.006550173302
468	0.006539491056
469	0.006532999003
470	0.006514013979
471	0.006506540018
472	0.006499229539
473	0.006490395607
474	0.006478018207
475	0.006460649067
476	0.006458679299
477	0.006440061333
478	0.006436600906
479	0.00643459855
480	0.00641771721
481	0.006411081163
482	0.006403725353
483	0.006400160463
484	0.00637969296
485	0.006366300104
486	0.006352070546
487	0.006340512251
488	0.006318981956
489	0.006309923693
490	0.006297517264
491	0.006276374692
492	0.006260964346
493	0.006243533271
494	0.006231066803
495	0.006219933881
496	0.006202189518
497	0.00618598013
498	0.006170083325
499	0.006154237662
